TotalCharges,TotalCharges,tenure,Churn
4526.85,4526.85,58,No
308.25,308.25,5,Yes
19.45,19.45,1,Yes
678.45,678.45,9,No
1237.3,1237.3,26,No
1023.95,1023.95,50,No
8182.75,8182.75,72,No
4532.3,4532.3,43,No
1444.05,1444.05,56,No
19.1,19.1,1,No
7372.65,7372.65,72,Yes
7325.1,7325.1,72,No
3474.2,3474.2,36,No
392.65,392.65,5,No
1058.6,1058.6,13,Yes
3990.75,3990.75,44,No
7475.85,7475.85,70,No
835.5,835.5,44,No
2628.6,2628.6,32,Yes
1718.35,1718.35,69,No
1023.9,1023.9,16,Yes
1193.55,1193.55,68,No
1205.5,1205.5,16,No
5776.45,5776.45,68,No
78.9,78.9,4,No
1025.15,1025.15,26,No
856.35,856.35,29,Yes
122,122,5,No
6602.9,6602.9,70,No
1712.9,1712.9,24,No
5682.25,5682.25,72,No
74.3,74.3,1,No
3635.15,3635.15,70,No
702.9,702.9,36,No
3734.25,3734.25,38,Yes
1144.5,1144.5,17,Yes
4454.25,4454.25,41,No
45.3,45.3,1,Yes
75.6,75.6,2,Yes
1117.55,1117.55,14,No
180.25,180.25,2,Yes
19.8,19.8,1,Yes
930.05,930.05,13,No
110.15,110.15,6,No
333.6,333.6,4,Yes
465.05,465.05,5,Yes
1669.4,1669.4,15,No
3545.1,3545.1,47,No
504.05,504.05,8,No
440.2,440.2,17,No
1151.55,1151.55,15,No
2475.35,2475.35,26,No
1249.25,1249.25,23,No
317.75,317.75,4,No
535.05,535.05,29,No
461.3,461.3,25,No
431,431,9,Yes
878.35,878.35,18,Yes
335.75,335.75,3,No
3121.4,3121.4,69,No
324.8,324.8,14,No
1394.55,1394.55,19,No
3413.25,3413.25,39,No
3143.65,3143.65,31,No
439.75,439.75,24,No
664.4,664.4,14,No
4759.55,4759.55,64,No
1033,1033,50,No
3482.85,3482.85,52,No
2688.45,2688.45,28,No
435.25,435.25,21,No
2448.75,2448.75,25,Yes
307,307,17,No
2689.35,2689.35,58,No
1329.2,1329.2,17,Yes
1281.25,1281.25,51,No
3527,3527,72,No
4348.65,4348.65,52,Yes
561.15,561.15,27,No
63.6,63.6,3,No
5129.3,5129.3,64,No
4285.8,4285.8,45,No
93.7,93.7,3,Yes
5894.5,5894.5,71,No
25.05,25.05,1,Yes
1160.75,1160.75,58,No
3091.75,3091.75,34,No
365.55,365.55,8,Yes
272.95,272.95,15,No
3632,3632,66,No
381.2,381.2,12,No
1035.5,1035.5,58,No
52,52,3,No
2342.2,2342.2,43,Yes
653.9,653.9,9,No
71.2,71.2,3,No
1498.2,1498.2,22,Yes
4178.65,4178.65,40,No
1821.8,1821.8,68,No
5278.15,5278.15,54,Yes
4024.2,4024.2,50,No
55.25,55.25,1,No
6520.8,6520.8,72,No
854.9,854.9,40,No
8308.9,8308.9,72,No
109.2,109.2,6,No
92.05,92.05,5,No
3420.5,3420.5,48,No
93.85,93.85,1,Yes
4068,4068,64,No
337.9,337.9,17,No
3168.75,3168.75,40,No
1412.4,1412.4,41,No
3974.7,3974.7,51,No
3439,3439,41,No
50.45,50.45,1,Yes
42.45,42.45,2,No
5461.45,5461.45,68,No
571.75,571.75,24,No
5498.2,5498.2,70,No
96.85,96.85,3,No
111.05,111.05,2,No
94.4,94.4,3,No
521.1,521.1,7,Yes
923.85,923.85,13,No
141.1,141.1,7,No
628.65,628.65,12,No
5576.3,5576.3,53,No
1046.1,1046.1,12,Yes
1245.6,1245.6,63,No
1287.85,1287.85,15,No
1939.35,1939.35,36,No
118.25,118.25,4,No
452.55,452.55,24,No
2696.55,2696.55,61,No
875.35,875.35,16,No
1267.05,1267.05,65,No
494.9,494.9,26,No
799,799,16,No
5763.3,5763.3,54,Yes
20.1,20.1,1,Yes
106.9,106.9,5,No
710.05,710.05,19,No
568.2,568.2,10,No
1900.25,1900.25,23,Yes
159.15,159.15,3,Yes
8012.75,8012.75,72,No
856.65,856.65,10,Yes
551.3,551.3,10,No
184.95,184.95,11,No
4056.75,4056.75,37,Yes
1096.65,1096.65,17,No
3684.95,3684.95,36,No
1752.45,1752.45,17,No
7210.85,7210.85,66,No
5264.5,5264.5,61,No
2157.3,2157.3,22,No
24.4,24.4,1,No
433.95,433.95,6,No
2435.15,2435.15,31,Yes
5607.75,5607.75,68,No
2874.15,2874.15,34,Yes
4433.3,4433.3,52,No
964.35,964.35,10,No
1974.8,1974.8,29,Yes
1460.85,1460.85,72,No
951.55,951.55,47,No
1821.2,1821.2,24,No
1600.95,1600.95,65,No
399.25,399.25,4,No
1218.55,1218.55,12,Yes
81.7,81.7,1,Yes
2171.15,2171.15,33,Yes
3634.8,3634.8,34,No
292.4,292.4,14,No
317.25,317.25,4,Yes
218.55,218.55,13,No
5071.9,5071.9,65,No
1423.35,1423.35,23,No
3068.6,3068.6,55,No
4690.65,4690.65,49,No
6157.6,6157.6,60,No
1442.65,1442.65,69,No
3369.05,3369.05,40,No
4671.65,4671.65,67,No
3474.05,3474.05,35,Yes
1875.55,1875.55,19,Yes
272.35,272.35,13,No
3645.05,3645.05,41,No
135.75,135.75,4,No
1319.85,1319.85,24,No
229.4,229.4,5,No
370.25,370.25,5,No
69.1,69.1,1,Yes
5714.2,5714.2,72,No
1233.25,1233.25,24,No
3571.6,3571.6,42,No
83.3,83.3,4,No
8035.95,8035.95,68,No
579.4,579.4,33,No
69.6,69.6,1,Yes
3066.45,3066.45,31,Yes
305.55,305.55,4,Yes
7634.25,7634.25,69,No
3653,3653,38,No
241.3,241.3,3,No
3870.3,3870.3,48,No
387.9,387.9,15,No
527.5,527.5,25,No
78.45,78.45,1,Yes
2104.55,2104.55,48,No
20.3,20.3,1,No
19.2,19.2,1,No
3019.1,3019.1,37,No
7051.95,7051.95,66,No
1190.5,1190.5,26,No
4448.8,4448.8,63,No
255.25,255.25,10,Yes
146.9,146.9,2,Yes
1011.05,1011.05,18,No
1714.95,1714.95,64,No
762.5,762.5,9,Yes
535.35,535.35,28,No
75.55,75.55,1,No
338.9,338.9,4,Yes
2497.35,2497.35,38,Yes
6273.4,6273.4,66,No
70.25,70.25,1,No
908.75,908.75,18,No
4913.3,4913.3,51,Yes
46.3,46.3,1,Yes
212.3,212.3,12,No
4443.45,4443.45,41,Yes
316.2,316.2,12,No
1079.05,1079.05,55,No
564.65,564.65,7,No
1095.65,1095.65,12,Yes
6161.9,6161.9,68,No
446.05,446.05,5,Yes
2106.05,2106.05,49,No
2511.55,2511.55,40,No
318.6,318.6,16,No
811.8,811.8,10,Yes
7323.15,7323.15,72,No
186.05,186.05,2,No
454,454,23,No
7521.95,7521.95,71,No
1056.95,1056.95,11,Yes
44.15,44.15,1,Yes
834.15,834.15,16,Yes
85.45,85.45,1,Yes
999.8,999.8,12,No
2369.7,2369.7,54,No
6297.65,6297.65,68,No
239.55,239.55,4,Yes
59.2,59.2,1,Yes
1461.45,1461.45,27,No
416.4,416.4,21,No
1060.6,1060.6,13,Yes
4869.35,4869.35,64,No
54.9,54.9,1,Yes
3265.95,3265.95,57,No
2254.2,2254.2,21,Yes
358.15,358.15,19,No
2939.8,2939.8,31,No
4652.4,4652.4,52,No
4408.45,4408.45,46,No
580.8,580.8,11,No
2495.2,2495.2,53,No
180.3,180.3,11,Yes
5913.95,5913.95,57,No
158.4,158.4,2,Yes
104.2,104.2,2,Yes
1389.35,1389.35,71,No
19.4,19.4,1,No
1629.2,1629.2,68,No
6033.1,6033.1,72,No
44.4,44.4,2,No
95.1,95.1,1,Yes
3320.75,3320.75,41,No
1867.7,1867.7,72,No
438,438,6,Yes
325.45,325.45,4,Yes
1148.1,1148.1,12,Yes
3972.25,3972.25,58,No
155.9,155.9,7,No
3673.15,3673.15,65,No
70.6,70.6,1,No
1126.75,1126.75,56,No
73.45,73.45,4,No
2413.05,2413.05,58,No
6912.7,6912.7,62,No
1581.95,1581.95,26,No
5586.45,5586.45,62,No
5846.65,5846.65,58,No
6424.7,6424.7,68,No
6018.65,6018.65,61,No
3373.4,3373.4,42,No
1537.9,1537.9,18,No
1080.55,1080.55,56,No
355.2,355.2,4,Yes
82.85,82.85,4,No
2016.45,2016.45,35,No
5327.25,5327.25,64,No
683.25,683.25,31,No
1263.05,1263.05,67,No
151.3,151.3,4,Yes
7714.65,7714.65,70,No
188.7,188.7,3,Yes
5549.4,5549.4,53,Yes
130.5,130.5,2,No
2621.75,2621.75,29,No
1875.25,1875.25,47,No
5685.8,5685.8,68,Yes
837.5,837.5,12,No
401.5,401.5,8,No
6118.95,6118.95,54,No
6480.9,6480.9,69,No
1800.05,1800.05,26,No
7104.2,7104.2,72,No
4214.25,4214.25,70,No
50.6,50.6,1,Yes
863.1,863.1,10,Yes
1992.2,1992.2,28,No
69.8,69.8,1,Yes
1948.35,1948.35,21,No
4750.95,4750.95,51,Yes
1007.9,1007.9,53,No
5036.9,5036.9,53,No
2391.8,2391.8,24,Yes
6859.05,6859.05,70,No
6521.9,6521.9,61,No
617.85,617.85,11,No
157.75,157.75,2,No
516.3,516.3,25,No
2364,2364,41,No
1687.95,1687.95,18,Yes
7689.95,7689.95,72,Yes
6239.05,6239.05,71,No
2042.05,2042.05,34,No
2807.1,2807.1,29,No
4116.8,4116.8,40,No
1317.95,1317.95,36,No
4594.65,4594.65,46,No
6332.75,6332.75,58,No
3213.75,3213.75,39,No
229.55,229.55,4,Yes
4976.15,4976.15,52,No
7308.95,7308.95,70,No
4555.2,4555.2,65,No
44.95,44.95,1,No
6982.5,6982.5,70,No
1025.15,1025.15,29,No
90.55,90.55,1,Yes
5714.2,5714.2,67,No
19.5,19.5,1,No
2274.35,2274.35,26,Yes
789.55,789.55,30,No
4834,4834,48,No
3131.8,3131.8,55,No
602.55,602.55,7,Yes
3369.25,3369.25,37,No
2674.15,2674.15,31,No
199.75,199.75,4,No
1790.8,1790.8,72,No
449.75,449.75,5,Yes
19.7,19.7,1,No
1400.3,1400.3,15,No
411.6,411.6,8,No
741,741,35,No
5841.35,5841.35,56,No
4512.7,4512.7,42,Yes
5688.45,5688.45,65,No
31.9,31.9,2,No
6674.65,6674.65,65,No
1345.75,1345.75,18,No
1843.05,1843.05,23,No
196.95,196.95,4,Yes
1433.8,1433.8,70,No
214.55,214.55,4,No
865.85,865.85,19,No
1358.6,1358.6,18,No
3147.15,3147.15,38,No
131.05,131.05,2,Yes
4535.85,4535.85,47,No
1078.75,1078.75,52,No
542.4,542.4,9,No
2312.55,2312.55,26,No
415.05,415.05,8,Yes
3250.45,3250.45,44,No
98.5,98.5,3,No
87.9,87.9,2,No
754.65,754.65,9,Yes
75.35,75.35,1,Yes
1952.25,1952.25,25,No
153.8,153.8,2,No
3198.6,3198.6,43,Yes
20.9,20.9,1,Yes
5610.15,5610.15,58,No
4519.5,4519.5,59,No
2440.25,2440.25,44,No
6860.6,6860.6,66,No
1377.7,1377.7,68,No
190.25,190.25,9,No
1651.95,1651.95,19,No
78.3,78.3,4,No
7939.25,7939.25,70,No
44.9,44.9,1,No
576.7,576.7,8,No
1279,1279,53,No
1260.7,1260.7,51,No
267.35,267.35,11,No
6586.85,6586.85,60,No
934.15,934.15,17,No
123.65,123.65,3,Yes
7534.65,7534.65,70,Yes
19.45,19.45,1,No
3645.6,3645.6,43,No
314.45,314.45,16,No
3053,3053,57,No
677.05,677.05,37,No
7965.95,7965.95,72,No
906.85,906.85,11,Yes
4888.7,4888.7,50,Yes
237.25,237.25,5,Yes
74.6,74.6,1,Yes
342.4,342.4,16,Yes
140.1,140.1,2,No
1108,1108,17,No
295.55,295.55,16,No
892.65,892.65,15,Yes
198.25,198.25,10,No
4822.85,4822.85,46,Yes
6741.15,6741.15,64,No
79.15,79.15,1,No
1355.45,1355.45,25,No
7209,7209,71,No
438.4,438.4,8,Yes
7726.35,7726.35,72,No
2070.75,2070.75,49,No
1636.95,1636.95,29,No
7581.5,7581.5,72,No
3019.5,3019.5,31,Yes
4729.75,4729.75,50,No
6126.1,6126.1,71,No
6333.4,6333.4,70,No
6687.85,6687.85,71,No
4158.25,4158.25,61,No
3183.4,3183.4,32,Yes
79.6,79.6,1,Yes
7149.35,7149.35,68,No
1429.65,1429.65,62,No
472.65,472.65,7,No
1734.5,1734.5,20,Yes
113.5,113.5,6,No
1884.65,1884.65,33,No
2568.15,2568.15,28,No
470,470,27,No
278.4,278.4,7,No
2088.8,2088.8,26,Yes
502.6,502.6,5,Yes
2595.85,2595.85,30,No
5825.5,5825.5,63,No
50.75,50.75,1,Yes
4449.75,4449.75,53,No
1208.35,1208.35,14,Yes
1956.4,1956.4,21,No
310.6,310.6,17,No
290.55,290.55,16,No
2096.1,2096.1,35,No
2665,2665,32,No
543.8,543.8,28,No
20.35,20.35,1,No
3005.8,3005.8,59,No
1623.15,1623.15,72,No
2498.4,2498.4,36,Yes
2586,2586,40,No
3292.3,3292.3,40,No
651.4,651.4,9,Yes
4674.55,4674.55,63,No
232.35,232.35,3,No
2448.5,2448.5,40,No
658.1,658.1,8,No
3128.8,3128.8,34,No
223.45,223.45,5,Yes
919.4,919.4,9,Yes
653.95,653.95,9,No
1825.5,1825.5,31,No
943.1,943.1,50,No
181.65,181.65,2,Yes
45.65,45.65,1,Yes
551.35,551.35,8,Yes
359.4,359.4,9,No
115.95,115.95,2,Yes
165.2,165.2,3,Yes
2338.35,2338.35,25,No
46.3,46.3,1,No
3541.1,3541.1,45,No
4146.05,4146.05,51,Yes
1087.25,1087.25,55,No
2522.4,2522.4,38,No
81,81,2,Yes
717.3,717.3,38,No
1734.2,1734.2,34,No
7069.3,7069.3,70,No
742.9,742.9,13,No
3017.65,3017.65,39,Yes
6423,6423,61,No
1164.3,1164.3,12,Yes
4220.35,4220.35,41,No
1558.7,1558.7,21,No
2743.45,2743.45,55,No
4055.5,4055.5,69,No
2710.25,2710.25,26,Yes
6055.55,6055.55,69,No
810.7,810.7,18,Yes
2538.2,2538.2,47,No
6129.2,6129.2,72,No
1750.85,1750.85,33,No
36.55,36.55,2,Yes
6652.45,6652.45,72,No
2575.45,2575.45,37,No
6019.35,6019.35,62,No
1379.6,1379.6,71,No
1284.2,1284.2,23,No
296.15,296.15,16,No
653.25,653.25,9,No
412.6,412.6,17,No
85.5,85.5,4,Yes
49.55,49.55,1,Yes
1928.7,1928.7,24,No
71.25,71.25,1,No
7845.8,7845.8,72,No
1750.7,1750.7,72,No
216.2,216.2,11,No
178.5,178.5,9,Yes
115.1,115.1,2,Yes
6029,6029,60,No
2745.2,2745.2,29,Yes
3721.9,3721.9,49,No
3121.1,3121.1,30,No
990.45,990.45,53,No
1004.35,1004.35,39,No
157.65,157.65,9,No
3219.75,3219.75,39,No
572.85,572.85,8,No
4554.85,4554.85,51,No
1847.55,1847.55,71,No
1766.75,1766.75,71,No
1462.05,1462.05,70,No
25.25,25.25,1,Yes
2193.2,2193.2,38,No
2433.5,2433.5,28,No
641.15,641.15,32,No
2398.4,2398.4,49,No
861.85,861.85,37,No
583,583,10,No
7332.4,7332.4,67,No
249.55,249.55,7,No
4475.9,4475.9,51,No
416.45,416.45,9,Yes
788.6,788.6,9,No
202.3,202.3,4,No
6994.6,6994.6,71,No
4116.15,4116.15,50,Yes
2263.45,2263.45,24,No
1374.35,1374.35,22,No
4915.15,4915.15,44,No
838.5,838.5,33,No
75.1,75.1,1,Yes
3715.65,3715.65,54,Yes
4273.45,4273.45,42,Yes
45.8,45.8,1,Yes
20.5,20.5,1,No
2044.75,2044.75,30,No
30.55,30.55,1,No
1398.25,1398.25,16,No
20.1,20.1,1,Yes
328.95,328.95,9,Yes
4680.05,4680.05,46,Yes
69.1,69.1,1,Yes
3778.2,3778.2,71,No
3161.4,3161.4,43,No
2188.45,2188.45,50,No
999.45,999.45,13,Yes
1888.65,1888.65,19,Yes
3990.6,3990.6,41,No
71.15,71.15,1,Yes
1240.25,1240.25,24,Yes
2635,2635,40,No
235,235,3,No
2347.85,2347.85,37,No
7156.2,7156.2,67,Yes
3089.6,3089.6,32,No
270.8,270.8,6,Yes
2901.8,2901.8,32,No
4949.1,4949.1,59,No
2198.9,2198.9,30,No
374.5,374.5,20,Yes
761.95,761.95,27,No
1520.9,1520.9,20,Yes
190.25,190.25,9,No
5163,5163,68,No
4059.85,4059.85,69,No
2281.6,2281.6,26,No
1356.7,1356.7,69,No
231.45,231.45,11,No
50.75,50.75,1,No
242.4,242.4,10,No
4264.25,4264.25,55,No
2774.55,2774.55,44,No
3605.2,3605.2,46,Yes
4069.9,4069.9,69,No
874.2,874.2,11,No
1145.35,1145.35,11,Yes
1323.7,1323.7,29,No
5497.05,5497.05,57,No
534.7,534.7,28,No
2455.05,2455.05,42,No
38.7,38.7,2,Yes
947.4,947.4,23,No
357,357,18,No
1476.25,1476.25,62,No
70.8,70.8,1,Yes
1448.6,1448.6,16,Yes
291.9,291.9,3,Yes
5903.15,5903.15,67,No
1201.65,1201.65,62,No
5921.35,5921.35,57,Yes
146.65,146.65,2,No
1759.4,1759.4,23,No
844.45,844.45,25,No
7774.05,7774.05,72,No
134.05,134.05,2,No
140.95,140.95,8,No
249.95,249.95,5,Yes
1701.65,1701.65,35,No
592.65,592.65,24,No
135.75,135.75,2,No
7732.65,7732.65,72,No
4282.4,4282.4,41,No
219.65,219.65,4,Yes
2018.1,2018.1,26,No
669,669,7,Yes
68.95,68.95,1,Yes
224.85,224.85,4,No
3771.5,3771.5,48,No
196.75,196.75,2,Yes
943.85,943.85,12,No
6572.85,6572.85,60,No
3175.85,3175.85,55,No
29.15,29.15,1,No
20.05,20.05,1,No
318.9,318.9,4,Yes
24.45,24.45,1,Yes
2762.75,2762.75,42,No
49.55,49.55,1,No
631.85,631.85,7,Yes
232.5,232.5,3,No
5919.35,5919.35,72,No
749.25,749.25,15,No
307.4,307.4,4,Yes
245.15,245.15,11,No
134.75,134.75,5,No
55.8,55.8,1,Yes
8240.85,8240.85,72,No
4266.4,4266.4,55,No
1077.5,1077.5,40,No
1115.6,1115.6,57,No
79.05,79.05,1,Yes
95,95,1,Yes
25.2,25.2,1,Yes
4079.55,4079.55,52,No
4187.75,4187.75,41,Yes
2391.15,2391.15,43,No
890.5,890.5,47,No
137.25,137.25,3,No
5154.6,5154.6,66,Yes
3119.9,3119.9,55,No
529.5,529.5,29,No
966.55,966.55,12,No
6936.85,6936.85,66,No
3496.3,3496.3,35,Yes
914.3,914.3,10,Yes
1929,1929,27,No
5817.7,5817.7,58,No
6110.2,6110.2,54,Yes
178.8,178.8,9,No
28.3,28.3,2,Yes
435,435,6,No
2351.8,2351.8,26,Yes
186.15,186.15,9,No
445.85,445.85,8,No
912,912,12,No
679.55,679.55,15,Yes
3581.6,3581.6,43,No
4222.95,4222.95,42,No
1994.3,1994.3,31,Yes
5930.05,5930.05,66,No
1505.85,1505.85,18,Yes
20,20,1,No
5638.3,5638.3,61,Yes
797.25,797.25,10,No
71.65,71.65,1,Yes
1359.45,1359.45,18,No
2542.45,2542.45,24,Yes
54.7,54.7,3,No
989.05,989.05,50,No
44.55,44.55,1,No
87.3,87.3,2,No
351.55,351.55,17,No
7297.75,7297.75,69,No
6301.7,6301.7,72,No
210.3,210.3,3,Yes
3822.45,3822.45,50,No
1048.45,1048.45,53,No
6393.65,6393.65,58,No
1489.3,1489.3,46,No
8061.5,8061.5,72,No
74.2,74.2,1,Yes
518.75,518.75,6,No
5763.15,5763.15,72,No
238.5,238.5,4,No
1031.7,1031.7,52,No
34.8,34.8,2,No
1319.95,1319.95,65,No
4388.4,4388.4,43,Yes
420.2,420.2,4,Yes
2177.45,2177.45,25,Yes
3950.85,3950.85,51,No
827.05,827.05,12,No
3913.3,3913.3,57,Yes
533.5,533.5,24,No
3756.45,3756.45,64,No
443.9,443.9,4,Yes
2599.95,2599.95,26,No
284.3,284.3,15,No
1740.8,1740.8,64,No
3436.1,3436.1,36,Yes
2462.55,2462.55,27,No
70.85,70.85,1,Yes
3110.1,3110.1,35,Yes
280.85,280.85,4,Yes
411.75,411.75,8,No
198.6,198.6,10,No
103.7,103.7,2,No
6144.55,6144.55,58,Yes
4089.45,4089.45,51,No
864.2,864.2,46,No
19.65,19.65,1,No
3249.4,3249.4,46,No
5405.8,5405.8,50,No
3363.8,3363.8,53,No
7132.15,7132.15,61,No
93.55,93.55,5,No
4138.9,4138.9,47,No
5121.75,5121.75,54,No
566.1,566.1,19,No
2715.3,2715.3,26,No
1782.05,1782.05,70,No
1742.5,1742.5,17,No
2983.8,2983.8,30,Yes
24,24,1,No
485.9,485.9,19,No
1905.7,1905.7,26,No
1565.7,1565.7,21,Yes
4858.7,4858.7,50,No
3723.65,3723.65,68,No
298.35,298.35,3,Yes
970.45,970.45,9,No
1782,1782,51,No
405.7,405.7,9,No
4534.9,4534.9,41,Yes
2415.95,2415.95,22,No
1157.05,1157.05,21,Yes
8297.5,8297.5,71,No
45.75,45.75,1,Yes
2083.1,2083.1,26,No
4681.75,4681.75,71,No
176.2,176.2,4,No
1001.2,1001.2,12,No
1594.75,1594.75,18,No
212.4,212.4,3,No
7677.4,7677.4,72,No
815.5,815.5,11,Yes
80.15,80.15,1,Yes
259.65,259.65,13,No
8109.8,8109.8,72,Yes
2386.85,2386.85,42,No
340.35,340.35,17,No
419.35,419.35,7,No
7990.05,7990.05,68,No
1402.25,1402.25,56,No
749.35,749.35,38,No
8425.15,8425.15,72,No
1171.5,1171.5,48,No
5647.95,5647.95,52,No
708.8,708.8,35,No
7567.2,7567.2,67,No
29.9,29.9,1,No
4348.1,4348.1,53,No
635.9,635.9,34,No
108.95,108.95,3,Yes
78.8,78.8,1,Yes
1682.4,1682.4,19,No
6925.9,6925.9,60,No
223.15,223.15,11,No
5127.95,5127.95,47,Yes
874.8,874.8,18,Yes
6758.45,6758.45,60,No
1874.3,1874.3,72,No
791.15,791.15,39,No
4639.45,4639.45,59,No
143.9,143.9,2,No
69.1,69.1,1,Yes
1776.55,1776.55,20,Yes
536.4,536.4,6,Yes
6172,6172,71,No
1559.45,1559.45,24,No
6079,6079,67,No
80.85,80.85,1,Yes
4029.95,4029.95,48,Yes
2658.4,2658.4,37,No
383.55,383.55,11,No
51.15,51.15,3,Yes
1745.5,1745.5,18,No
2230.85,2230.85,50,No
7281.6,7281.6,67,No
1837.7,1837.7,25,No
149.55,149.55,2,Yes
180.7,180.7,9,No
411.45,411.45,10,No
1328.35,1328.35,70,No
576.95,576.95,9,No
68.45,68.45,4,No
123.05,123.05,2,No
78.65,78.65,1,Yes
468.35,468.35,19,No
174.7,174.7,7,No
42.9,42.9,1,Yes
44,44,1,No
172.35,172.35,9,No
139.35,139.35,3,Yes
539.85,539.85,9,Yes
300.4,300.4,5,No
4968,4968,56,No
992.7,992.7,18,No
4718.25,4718.25,49,Yes
5536.5,5536.5,70,No
7806.6,7806.6,72,No
434.1,434.1,6,Yes
1563.9,1563.9,17,No
1332.4,1332.4,29,No
545.2,545.2,6,Yes
6296.75,6296.75,63,No
1284.2,1284.2,16,Yes
3645.5,3645.5,59,No
161.45,161.45,3,No
226.95,226.95,8,No
646.85,646.85,7,Yes
1441.65,1441.65,68,No
7511.3,7511.3,68,No
5621.85,5621.85,52,No
7919.8,7919.8,72,No
593.2,593.2,32,No
1423.65,1423.65,72,No
69.95,69.95,1,No
2763.35,2763.35,42,No
692.1,692.1,25,Yes
2298.55,2298.55,45,No
2640.55,2640.55,43,No
2911.8,2911.8,37,No
1727.5,1727.5,20,Yes
86.6,86.6,4,Yes
6705.7,6705.7,63,No
237.65,237.65,3,No
1672.35,1672.35,66,No
2979.5,2979.5,28,Yes
695.75,695.75,8,No
1654.6,1654.6,71,No
24.25,24.25,1,Yes
1857.85,1857.85,72,No
825.1,825.1,16,No
6424.25,6424.25,66,No
837.95,837.95,11,Yes
4126.2,4126.2,51,No
330.8,330.8,8,No
1337.45,1337.45,14,No
362.2,362.2,4,Yes
5991.05,5991.05,70,No
4891.5,4891.5,70,No
5373.1,5373.1,54,Yes
2068.55,2068.55,28,Yes
487.05,487.05,24,No
4131.2,4131.2,69,No
2301.15,2301.15,42,No
131.65,131.65,2,Yes
4036,4036,39,No
4900.65,4900.65,45,No
5727.45,5727.45,72,No
743.05,743.05,38,No
4804.65,4804.65,72,No
24.05,24.05,1,Yes
1414.65,1414.65,72,No
1443.65,1443.65,55,No
2898.95,2898.95,51,No
5309.5,5309.5,63,No
20.4,20.4,1,No
451.55,451.55,23,No
50.55,50.55,1,Yes
117.05,117.05,2,No
5839.3,5839.3,52,No
1893.5,1893.5,36,No
45.35,45.35,1,No
1654.45,1654.45,28,No
477.05,477.05,7,No
1415.55,1415.55,14,Yes
4546,4546,72,No
20.5,20.5,1,Yes
163.2,163.2,10,No
849.9,849.9,42,No
189.95,189.95,7,No
321.9,321.9,4,Yes
8058.55,8058.55,72,No
482.8,482.8,20,Yes
7049.75,7049.75,63,No
2560.1,2560.1,56,No
286.8,286.8,5,No
7982.5,7982.5,72,No
5683.6,5683.6,68,No
3994.05,3994.05,67,No
369.15,369.15,8,No
4631.7,4631.7,52,No
401.95,401.95,18,No
1534.05,1534.05,59,No
1093,1093,60,No
701.3,701.3,7,No
1980.3,1980.3,59,No
2893.4,2893.4,46,No
262.3,262.3,5,No
3886.85,3886.85,59,No
5917.55,5917.55,70,No
914,914,14,Yes
2139.1,2139.1,44,No
5948.7,5948.7,64,No
3624.35,3624.35,58,No
4753.85,4753.85,46,No
5780.7,5780.7,58,No
6869.7,6869.7,72,No
1172.95,1172.95,30,Yes
662.95,662.95,11,No
1765.95,1765.95,34,No
2431.95,2431.95,54,No
155.35,155.35,3,Yes
1859.2,1859.2,72,No
3303.05,3303.05,40,Yes
134.35,134.35,2,Yes
3409.1,3409.1,54,No
709.5,709.5,14,No
70.5,70.5,1,Yes
953.45,953.45,10,Yes
50.15,50.15,1,No
19.75,19.75,1,Yes
3665.55,3665.55,56,No
5515.8,5515.8,68,No
272,272,14,No
6668,6668,68,No
4052.4,4052.4,55,No
664.4,664.4,16,No
718.55,718.55,9,No
937.6,937.6,14,Yes
5812.6,5812.6,58,Yes
2546.85,2546.85,53,No
6944.5,6944.5,70,No
1346.3,1346.3,14,No
1544.05,1544.05,22,Yes
765.15,765.15,10,No
692.55,692.55,29,No
69.6,69.6,1,Yes
4059.35,4059.35,49,Yes
6851.65,6851.65,68,Yes
78.05,78.05,1,Yes
1187.05,1187.05,30,No
5401.9,5401.9,72,No
247,247,10,No
520,520,7,Yes
706.6,706.6,9,Yes
49.9,49.9,1,No
1370.35,1370.35,20,No
20.25,20.25,1,No
2215.25,2215.25,29,No
74,74,1,No
214.4,214.4,3,No
1871.15,1871.15,20,No
6171.2,6171.2,64,No
20.2,20.2,1,Yes
161.45,161.45,6,No
1013.2,1013.2,50,No
336.7,336.7,6,No
333.65,333.65,7,No
6511.8,6511.8,72,No
393.45,393.45,8,No
7009.5,7009.5,67,No
2264.05,2264.05,24,Yes
6921.7,6921.7,72,No
600.25,600.25,33,No
56.35,56.35,2,Yes
4664.15,4664.15,70,No
1441.8,1441.8,22,No
5623.7,5623.7,59,No
695.85,695.85,36,No
1028.75,1028.75,51,No
4155.95,4155.95,53,No
395.6,395.6,20,No
6330.4,6330.4,63,No
2971.7,2971.7,40,No
638,638,35,No
2034.25,2034.25,26,No
2510.2,2510.2,27,Yes
3419.5,3419.5,53,No
2427.35,2427.35,34,No
1760.25,1760.25,19,No
3551.65,3551.65,43,No
122.9,122.9,6,No
1424.2,1424.2,56,No
2111.45,2111.45,57,Yes
2909.95,2909.95,34,No
374,374,10,No
20.25,20.25,1,Yes
300.8,300.8,13,Yes
5581.05,5581.05,56,No
5676.65,5676.65,55,No
3379.25,3379.25,36,No
942.95,942.95,47,No
232.4,232.4,12,No
85.45,85.45,1,Yes
2088.45,2088.45,24,No
6137,6137,63,Yes
1434.6,1434.6,35,No
3870,3870,67,No
